GSE,GSE_title,GSE_type,GSM,title,source_name_ch1,organism_ch1,characteristics_ch1,platform_id,instrument_model,library_strategy,library_source,supplementary_file,data_completeness
GSE136825,Whole-transcriptome sequencing reveals heightened inflammation and defective host defence responses in chronic rhinosinusitis with nasal polyps,Expression profiling by high throughput sequencing,GSM4058808,IT 15,Inferior Turbinate Tissue,Homo sapiens,tissue: Inferior Turbinate Tissue | group: Control,GPL20301,Illumina HiSeq 4000,RNA-Seq,transcriptomic,GSE136825_genecounts_20190903.txt.gz,partial_gsm_numbers_estimated
GSE136825,Whole-transcriptome sequencing reveals heightened inflammation and defective host defence responses in chronic rhinosinusitis with nasal polyps,Expression profiling by high throughput sequencing,GSM4058809,IT 16,Inferior Turbinate Tissue,Homo sapiens,tissue: Inferior Turbinate Tissue | group: Control,GPL20301,Illumina HiSeq 4000,RNA-Seq,transcriptomic,GSE136825_genecounts_20190903.txt.gz,partial_gsm_numbers_estimated
GSE136825,Whole-transcriptome sequencing reveals heightened inflammation and defective host defence responses in chronic rhinosinusitis with nasal polyps,Expression profiling by high throughput sequencing,GSM4058810,IT 17,Inferior Turbinate Tissue,Homo sapiens,tissue: Inferior Turbinate Tissue | group: Control,GPL20301,Illumina HiSeq 4000,RNA-Seq,transcriptomic,GSE136825_genecounts_20190903.txt.gz,partial_gsm_numbers_estimated
GSE136825,Whole-transcriptome sequencing reveals heightened inflammation and defective host defence responses in chronic rhinosinusitis with nasal polyps,Expression profiling by high throughput sequencing,GSM4058811,IT 18,Inferior Turbinate Tissue,Homo sapiens,tissue: Inferior Turbinate Tissue | group: Control,GPL20301,Illumina HiSeq 4000,RNA-Seq,transcriptomic,GSE136825_genecounts_20190903.txt.gz,partial_gsm_numbers_estimated
GSE136825,Whole-transcriptome sequencing reveals heightened inflammation and defective host defence responses in chronic rhinosinusitis with nasal polyps,Expression profiling by high throughput sequencing,GSM4058812,IT 19,Inferior Turbinate Tissue,Homo sapiens,tissue: Inferior Turbinate Tissue | group: Control,GPL20301,Illumina HiSeq 4000,RNA-Seq,transcriptomic,GSE136825_genecounts_20190903.txt.gz,partial_gsm_numbers_estimated
GSE136825,Whole-transcriptome sequencing reveals heightened inflammation and defective host defence responses in chronic rhinosinusitis with nasal polyps,Expression profiling by high throughput sequencing,GSM4058813,IT 20,Inferior Turbinate Tissue,Homo sapiens,tissue: Inferior Turbinate Tissue | group: Control,GPL20301,Illumina HiSeq 4000,RNA-Seq,transcriptomic,GSE136825_genecounts_20190903.txt.gz,partial_gsm_numbers_estimated
GSE136825,Whole-transcriptome sequencing reveals heightened inflammation and defective host defence responses in chronic rhinosinusitis with nasal polyps,Expression profiling by high throughput sequencing,GSM4058814,IT 21,Inferior Turbinate Tissue,Homo sapiens,tissue: Inferior Turbinate Tissue | group: Control,GPL20301,Illumina HiSeq 4000,RNA-Seq,transcriptomic,GSE136825_genecounts_20190903.txt.gz,partial_gsm_numbers_estimated
GSE136825,Whole-transcriptome sequencing reveals heightened inflammation and defective host defence responses in chronic rhinosinusitis with nasal polyps,Expression profiling by high throughput sequencing,GSM4058815,IT 22,Inferior Turbinate Tissue,Homo sapiens,tissue: Inferior Turbinate Tissue | group: Control,GPL20301,Illumina HiSeq 4000,RNA-Seq,transcriptomic,GSE136825_genecounts_20190903.txt.gz,partial_gsm_numbers_estimated
GSE136825,Whole-transcriptome sequencing reveals heightened inflammation and defective host defence responses in chronic rhinosinusitis with nasal polyps,Expression profiling by high throughput sequencing,GSM4058816,IT 23,Inferior Turbinate Tissue,Homo sapiens,tissue: Inferior Turbinate Tissue | group: Control,GPL20301,Illumina HiSeq 4000,RNA-Seq,transcriptomic,GSE136825_genecounts_20190903.txt.gz,partial_gsm_numbers_estimated
GSE136825,Whole-transcriptome sequencing reveals heightened inflammation and defective host defence responses in chronic rhinosinusitis with nasal polyps,Expression profiling by high throughput sequencing,GSM4058817,IT 24,Inferior Turbinate Tissue,Homo sapiens,tissue: Inferior Turbinate Tissue | group: Control,GPL20301,Illumina HiSeq 4000,RNA-Seq,transcriptomic,GSE136825_genecounts_20190903.txt.gz,partial_gsm_numbers_estimated
GSE136825,Whole-transcriptome sequencing reveals heightened inflammation and defective host defence responses in chronic rhinosinusitis with nasal polyps,Expression profiling by high throughput sequencing,GSM4058818,IT 25,Inferior Turbinate Tissue,Homo sapiens,tissue: Inferior Turbinate Tissue | group: Control,GPL20301,Illumina HiSeq 4000,RNA-Seq,transcriptomic,GSE136825_genecounts_20190903.txt.gz,partial_gsm_numbers_estimated
GSE136825,Whole-transcriptome sequencing reveals heightened inflammation and defective host defence responses in chronic rhinosinusitis with nasal polyps,Expression profiling by high throughput sequencing,GSM4058819,IT 26,Inferior Turbinate Tissue,Homo sapiens,tissue: Inferior Turbinate Tissue | group: Control,GPL20301,Illumina HiSeq 4000,RNA-Seq,transcriptomic,GSE136825_genecounts_20190903.txt.gz,partial_gsm_numbers_estimated
GSE136825,Whole-transcriptome sequencing reveals heightened inflammation and defective host defence responses in chronic rhinosinusitis with nasal polyps,Expression profiling by high throughput sequencing,GSM4058820,IT 27,Inferior Turbinate Tissue,Homo sapiens,tissue: Inferior Turbinate Tissue | group: Control,GPL20301,Illumina HiSeq 4000,RNA-Seq,transcriptomic,GSE136825_genecounts_20190903.txt.gz,partial_gsm_numbers_estimated
GSE136825,Whole-transcriptome sequencing reveals heightened inflammation and defective host defence responses in chronic rhinosinusitis with nasal polyps,Expression profiling by high throughput sequencing,GSM4058821,IT 28,Inferior Turbinate Tissue,Homo sapiens,tissue: Inferior Turbinate Tissue | group: Control,GPL20301,Illumina HiSeq 4000,RNA-Seq,transcriptomic,GSE136825_genecounts_20190903.txt.gz,partial_gsm_numbers_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796282,EP1 (0186_001_CE_DIS_1TR1),Nasal polyp epithelial cells (N-ERD),Homo sapiens,tissue: Nasal polyp | disease: N-ERD | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796283,EP2 (0186_002_CE_DIS_1TR1),Nasal polyp epithelial cells (N-ERD),Homo sapiens,tissue: Nasal polyp | disease: N-ERD | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796284,EP3 (0186_003_CE_DIS_1TR1),Nasal polyp epithelial cells (N-ERD),Homo sapiens,tissue: Nasal polyp | disease: N-ERD | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796285,EP4 (0186_004_CE_DIS_1TR1),Nasal polyp epithelial cells (N-ERD),Homo sapiens,tissue: Nasal polyp | disease: N-ERD | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796286,EP5 (0186_005_CE_DIS_1TR1),Nasal polyp epithelial cells (N-ERD),Homo sapiens,tissue: Nasal polyp | disease: N-ERD | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796287,EP6 (0186_006_CE_DIS_1TR1),Nasal polyp epithelial cells (N-ERD),Homo sapiens,tissue: Nasal polyp | disease: N-ERD | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796288,EP7 (0186_007_CE_DIS_1TR1),Nasal polyp epithelial cells (N-ERD),Homo sapiens,tissue: Nasal polyp | disease: N-ERD | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796289,EP8,Nasal polyp epithelial cells (N-ERD),Homo sapiens,tissue: Nasal polyp | disease: N-ERD | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796290,EP9,Nasal polyp epithelial cells (N-ERD),Homo sapiens,tissue: Nasal polyp | disease: N-ERD | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796291,EP10,Nasal polyp epithelial cells (N-ERD),Homo sapiens,tissue: Nasal polyp | disease: N-ERD | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796292,EP11,Nasal polyp epithelial cells (N-ERD),Homo sapiens,tissue: Nasal polyp | disease: N-ERD | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796293,EP12,Nasal polyp epithelial cells (N-ERD),Homo sapiens,tissue: Nasal polyp | disease: N-ERD | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796294,EHC1,Non-polyp nasal mucosa epithelial cells (Control),Homo sapiens,tissue: Non-polyp nasal mucosa | disease: Control | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796295,EHC2,Non-polyp nasal mucosa epithelial cells (Control),Homo sapiens,tissue: Non-polyp nasal mucosa | disease: Control | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796296,EHC3,Non-polyp nasal mucosa epithelial cells (Control),Homo sapiens,tissue: Non-polyp nasal mucosa | disease: Control | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796297,EHC4,Non-polyp nasal mucosa epithelial cells (Control),Homo sapiens,tissue: Non-polyp nasal mucosa | disease: Control | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796298,EHC5,Non-polyp nasal mucosa epithelial cells (Control),Homo sapiens,tissue: Non-polyp nasal mucosa | disease: Control | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796299,EHC6,Non-polyp nasal mucosa epithelial cells (Control),Homo sapiens,tissue: Non-polyp nasal mucosa | disease: Control | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796300,EHC7,Non-polyp nasal mucosa epithelial cells (Control),Homo sapiens,tissue: Non-polyp nasal mucosa | disease: Control | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE158277,Transcriptome of nasal polyp epithelial cells from N-ERD patients vs non-polyp nasal mucosa,Expression profiling by high throughput sequencing,GSM4796301,EHC8,Non-polyp nasal mucosa epithelial cells (Control),Homo sapiens,tissue: Non-polyp nasal mucosa | disease: Control | cell_type: Epithelial,GPL11154,Illumina HiSeq 2000,RNA-Seq,transcriptomic,GSE158277_Supplementary_data_RNA.xlsx,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706012,N-ERD_sample_1,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706013,N-ERD_sample_2,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706014,N-ERD_sample_3,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706015,N-ERD_sample_4,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706016,N-ERD_sample_5,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706017,N-ERD_sample_6,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706018,N-ERD_sample_7,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706019,N-ERD_sample_8,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706020,N-ERD_sample_9,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706021,N-ERD_sample_10,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706022,N-ERD_sample_11,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706023,N-ERD_sample_12,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706024,N-ERD_sample_13,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706025,Non_N-ERD_sample_1,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: Non-N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706026,Non_N-ERD_sample_2,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: Non-N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706027,Non_N-ERD_sample_3,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: Non-N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706028,Non_N-ERD_sample_4,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: Non-N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706029,Non_N-ERD_sample_5,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: Non-N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706030,Non_N-ERD_sample_6,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: Non-N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706031,Non_N-ERD_sample_7,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: Non-N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706032,Non_N-ERD_sample_8,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: Non-N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706033,Non_N-ERD_sample_9,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: Non-N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706034,Non_N-ERD_sample_10,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: Non-N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706035,Non_N-ERD_sample_11,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: Non-N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706036,Non_N-ERD_sample_12,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: Non-N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE189690,Neutrophilic inflammation and epithelial barrier disruption in nasal polyps for N-ERD and non-N-ERD CRSwNP,Expression profiling by high throughput sequencing,GSM5706037,Non_N-ERD_sample_13,Nasal polyp tissue,Homo sapiens,tissue: Nasal polyp | group: Non-N-ERD | disease: CRSwNP,,,RNA-Seq,transcriptomic,GSE189690_gene_counts.txt.gz,partial_titles_estimated
GSE198950,Tissue Eosinophilia is Effective for Studying Differential Expression of Genes by RNA sequencing in CRS,Expression profiling by high throughput sequencing,GSM5961594,Control_2,Inferior turbinate,Homo sapiens,tissue: Inferior turbinate | diagnosis: Non-CRS (Control),GPL20301,Illumina HiSeq 4000,RNA-Seq,transcriptomic,GSE198950_CRS_GeneCount.txt.gz,incomplete_run_script_to_complete
GSE198950,Tissue Eosinophilia is Effective for Studying Differential Expression of Genes by RNA sequencing in CRS,Expression profiling by high throughput sequencing,GSM5961595,Control_3,Inferior turbinate,Homo sapiens,tissue: Inferior turbinate | diagnosis: Non-CRS (Control),GPL20301,Illumina HiSeq 4000,RNA-Seq,transcriptomic,GSE198950_CRS_GeneCount.txt.gz,incomplete_run_script_to_complete
GSE198950,Tissue Eosinophilia is Effective for Studying Differential Expression of Genes by RNA sequencing in CRS,Expression profiling by high throughput sequencing,GSM5961596,CRS_1,Ethmoidal tissue,Homo sapiens,tissue: Ethmoidal | diagnosis: CRS,GPL20301,Illumina HiSeq 4000,RNA-Seq,transcriptomic,GSE198950_CRS_GeneCount.txt.gz,incomplete_run_script_to_complete
GSE198950,Tissue Eosinophilia is Effective for Studying Differential Expression of Genes by RNA sequencing in CRS,Expression profiling by high throughput sequencing,GSM5961597,CRS_2,Ethmoidal tissue,Homo sapiens,tissue: Ethmoidal | diagnosis: CRS,GPL20301,Illumina HiSeq 4000,RNA-Seq,transcriptomic,GSE198950_CRS_GeneCount.txt.gz,incomplete_run_script_to_complete
GSE250580,CRSwNP nasal polyp combined counts dataset,Expression profiling by high throughput sequencing,PENDING,Run fetch_geo_metadata.py to get full sample list,Nasal polyp tissue / nasal epithelium,Homo sapiens,disease: Chronic rhinosinusitis with nasal polyps (CRSwNP),,,RNA-Seq,transcriptomic,GSE250580_Combined_counts.csv.gz,incomplete_run_script_to_complete
GSE313186,Sinus Mast Cell Density Suggests a Unique Phenotype in BPC-exposed patients,Expression profiling by high throughput sequencing,GSM8565871,See GEO for full details,Nasal/sinus mucosa,Mus musculus / Homo sapiens (check GEO),BPC exposure study | mast cell density,,,RNA-Seq,transcriptomic,GSE313186_Clinical_nasal_BPC_raw_featurecounts_matrix.txt.gz,incomplete_run_script_to_complete
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8772995,"airway basal cells, control, fresh, 1","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: control | treatment: fresh,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8772996,"airway basal cells, control, fresh, 2","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: control | treatment: fresh,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8772997,"airway basal cells, control, fresh, 3","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: control | treatment: fresh,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
GSE288682,Control versus allergic rhinitis basal cells in response to Der p1 stimulation,Expression profiling by high throughput sequencing,GSM8772998,"airway basal cells, control, fresh, 4","Nasal inferior turbinate, basal cells",Homo sapiens,tissue: Nasal inferior turbinate | cell_type: Basal cells | group: control | treatment: fresh,,,RNA-Seq,transcriptomic,GSE288682_count_matrix.txt.gz,partial_gsm_numbers_estimated
